name,long,lat,address,nb_items,equipment,id,url,facilities,about
Sutton Park,174.824597482234,-36.9584994983181,"48R Vine Street, Auckland",7,Balancing bridge<br>Climbing frame<br>Roundabout-supernova<br>Stepping pods<br>Slide<br>Swing basket<br>Swing set,21429,http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=14349,playground,Local Park - Leisure
Swainston Reserve,174.846199579238,-36.8778246103481,"12 John Shaw Drive, Auckland",5,Buzzy bee rocker<br>Junior module<br>Module senior<br>Spica<br>T-bar swing,21571,http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=1985,Playground,Local green open space.
Swanson Park,174.786278138545,-36.9422309223867,"2R Mcintyre Road, Auckland",3,Modern Modular (Small)<br>Seesaw<br>Swing,10760,http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=14357,playground,Local Park - Sport
Swanson Station Park,174.575025710642,-36.8657102039392,"760 Swanson Road, Auckland",3,Flying Fox<br>Modern Modular<br>Swing Double,11350,http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=14359,"BBQ,playground, toilets","Right next door to the Swanson train station with its historic weatherboard building moved from Avondale and restored.  There is  café in the building, and at the park, a BBQ and children's playground with a flying fox."
Swell Park,174.744050441341,-36.6905929269374,"10 Boardwalk Rise, Long Bay",6,Module-large house<br>Pirate tower rope structure<br>rocker boat<br>Seesaw<br>slide tunnel<br>slide tunnel<br>spinner,23845,,,
Taipari Strand,174.638326167601,-36.8374741585868,"53 Taipari Road, Auckland",2,Modern Modular<br>Swing Double,11401,http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=14375,"playground, toilets",Local Park - Leisure
Taitapu Park,174.628588950957,-36.8426582110069,"25 Taitapu Street, Auckland",3,Fitness Station<br>Fort/Slide<br>Swing Double,22574,http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=14377,playground,Esplanade Reserve
Takaanini Reserve (aka Taka Reserve),174.922185484959,-37.0406085350169,"24R Taka Street, Auckland South",15,Flying Fox<br>Balancing bars<br>Basket swing<br>Modern modular<br>Climber<br>infant swing<br>Rope climber<br>Rotating cone climber<br>See saw<br>Shockwave-Rocker<br>slide<br>Swing set<br>Twirler Spinner<br>Wave slide<br>Flat rail,11198,,,
Takapuna Rose Gardens,174.771278477459,-36.7871037908594,"42 Anzac Street, Auckland",3,Module-Small-Jnr-Slide<br>Module-Small-Preschool<br>Swing,21147,http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=14382,playground,Local Park - Leisure
Takaranga Reserve,174.617365522616,-36.9734555799021,"15 Staley Road, Auckland",3,Fort/Slide<br>Single Seesaw<br>Swing Double,22554,http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=14383,playground,Natural
Talbot Reserve,174.857372441272,-36.8822509841905,"13 Point England Road, Auckland",5,Junior Swings<br>Module junior<br>Senior Swings<br>Supa nova<br>Swings,21343,http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=2020,Playground,"A large open green space for informal play, and a network of pathways. Three separate artworks onsite, including tiles painted by the local school children, motives design by school children (attached atop of 2 meter high posts fronting onto Flanders Street) and a large carving beside the main pathway fronting onto Pt England Road."
Tamahere Reserve,174.709754439017,-36.7860773614922,"21 Tamahere Drive, Auckland",5,Module-Large-Track Ride<br>Seesaw<br>Slide<br>Springy animal duck<br>Swing,11099,http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=14385,playground,Natural
Tamariki Reserve,174.649141859293,-36.9601203160873,"753 South Titirangi Road, Auckland",3,Modern Modular<br>Single Slide<br>Swing Double,22577,http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=14389,playground,"The playground includes extra long slides, climbing walls and swings and there is plenty of green open space for picnics and other activities."
Tangiwai Reserve,174.641566199227,-36.9489789664744,"201 Huia Road, Auckland",1,Swing Double,22578,http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=14394,playground,Local Park - Leisure
Tapora Recreation Reserve,174.302261016991,-36.3516358956655,"5 Okahukura Road, Auckland",2,Module-Medium<br>Swing snr,11261,,,
Taramea Reserve,174.685065836548,-36.8905820079232,"28 Taramea Street, Auckland",2,Modern Modular<br>Swing Double,21677,http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=2035,Playground,Local green open space.
Target Reserve,174.732135020861,-36.7624884117021,"80 Target Road, Auckland",3,Skate Item<br>Slide<br>Swing,21152,http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=14401,playground,Local Park - Leisure
Taroka Reserve,174.7216940936,-36.7271739067351,"3 Taroka Close, Auckland",1,Module-Medium,21891,,,
Tatyana Park,174.627709949432,-36.8339823434212,"24A Tatyana Place, Auckland",4,Modern Modular<br>Modern Modular<br>Modern Modular<br>Springy Animal<br>Stepping Pod<br>Swing Triple,22537,http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=14407,playground,Local Park - Leisure
Taumata Reserve,174.732051180267,-36.8945541869704,"21 Taumata Road, Auckland",5,Junior unit<br>Senior unit<br>Slide<br>Swings<br>Tube Slide,21133,http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=2040,Playground,Local green open space.
Taurus Crescent Reserve,174.692477671333,-36.8024169298733,"8 Taurus Crescent, Auckland",4,Flying Fox<br>Overhead Event<br>Slide<br>Swing,20856,http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=14414,playground,Local Park - Leisure
Taylors Bay Road Reserve,174.75955391107,-36.9290670645445,"Bluff Terrace, Auckland",5,Seesaw<br>Slide<br>Spinner roundabout<br>Stepping logs<br>Swing,20823,,,
Taylors Park,174.752457318427,-36.8849614428935,"39 Mont Le Grand Road, Auckland",6,Basket swing<br>Carosel<br>Lunar spinner<br>Slide<br>Slide<br>Springy car<br>Swing,21196,http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=2070,"Playground, tables",Local green open space.
Te Atatu Peninsula Park,174.645641018405,-36.8391088003122,"68 Neil Avenue, Auckland",9,Fitness Station-Dip and Crunch Station<br>Fitness Station-Leg Press & Situp Bench<br>Fitness Station-Pulldown Exerciser & Rec<br>Fitness Station-Skier & Horse Rider<br>Fort/Slide<br>Lullaby Swing<br>Modern Modular<br>Supernova<br>Swing Triple,11435,http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=14426,"playground, toilets",Premier Park - Sport
Te Hana Reserve,174.508873532351,-36.256230352767,"Whakapirau Road, Auckland",2,Module-Medium<br>Swing,22367,http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=14429,playground,
"Te Moau Rsv & River Espl, Parakai Av",174.437366161057,-36.6641428590689,"25 Te Moau Avenue (adjacent to), Auckland",2,Module-Medium<br>Swing,22474,,,
Te Pai Park,174.63069071348,-36.8617715662484,"Te Pai Place, Auckland",3,Modern Modular<br>Space Net<br>Swing Hexagon,11376,http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=14440,"playground, toilets","The park includes a state of the art playground that includes interactive swings and rope climbing, a skate park and tennis courts."
Te Puru Park,175.015709607,-36.8846456944156,"954R Whitford Maraetei Road, Auckland",2,Modern Modular (Large)<br>Swing,10887,http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=14444,"playground, toilets",Local Park - Sport
Te Toro Recreation Reserve,174.698285191327,-37.1522258510283,"Te Toro Road, Auckland",2,Slide<br>Swing,21244,,,
Temuka Gardens,174.697160507439,-36.9121252433169,"33 Terracotta Drive, Auckland",2,Modern Modular<br>Swing Double,21598,http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=2110,Playground,Local green open space.
Teviot Reserve,174.72394080877,-36.7671923641226,"6 Teviot Place, Auckland",5,Overhead Event<br>Seesaw-Spring<br>Slide<br>Spinner bowl<br>Swing,21156,http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=14451,playground,Local Park - Leisure
The Esplanade Blackpool,175.013519401169,-36.7895343218549,"The Esplanade, Waiheke Island",1,Swing T bar,20554,,,
Thompson Park,174.833288663841,-36.8997118770055,"50 Banks Road, Auckland",4,Large module<br>Spica<br>Spica<br>Springy seesaw<br>Swing,10239,http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=2135,"Playground, tables","A medium open space used by Mt Wellington Rugby League Club for league and softball. Mainly surrounded by residential housing, has it's own parking facilities."
Times Place Recreation Reserve,174.890354160158,-37.1919618238541,"6 Times Place, Auckland",3,Modern Modular (Large)<br>Modern Modular (Small)<br>Swing,21495,http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=14484,playground,Local Park - Leisure
Tin Boat Reserve,175.081142818253,-36.7901664311213,"16 Fourth Avenue, Waiheke Island",3,Large module<br>Small module<br>Swing T bar,20654,http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=2145,,Walkway to Pah Road.
Tin Tacks Reserve,174.784769121552,-36.9156992760169,"371 Onehunga Mall, Auckland",2,Module<br>Swing,10058,http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=2150,"Playground, table",A small open space enjoyed by locals especially children who make use of the playground. Next to the main road leading down into the Onehunga Mall Shopping Centre.
Tirotai Reserve,174.716028736611,-36.8542858542249,"6 Tirotai Crescent, Auckland",4,Low Tunnel<br>Module - small<br>Swing<br>Whale springy rider,21444,http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=2155,"Barbecue, playground",Local green open space space.
Titirangi Beach,174.658805887822,-36.9510107333331,"Titirangi Beach Road, Auckland",7,Fitness Station<br>Fort/Slide<br>Single Seesaw<br>Springy Animal<br>Springy Animal<br>Stepping Logs<br>Supernova<br>Swing Triple,11369,http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=14497,"playground, toilets",Great for a dip in the water or enjoy a secluded picnic area backed by lush native bush.
Tole Reserve,174.740906378112,-36.8509593501718,"104 Clarence Street, Auckland",8,Junior Module<br>Lunar<br>Seesaw<br>Senior Module<br>Springy animal<br>Stepping logs<br>Swings<br>Track glide,21390,http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=2160,"Playground, boardwalk",Local green open space space.
Topland Park,174.924131638086,-36.9610434934141,"8R Topland Drive, Auckland",6,PLAT-Above slide<br>Roundabout<br>Slide<br>Springy bee<br>Swing basket<br>Swing unit,21540,,,
Torino Reserve,174.86369204057,-36.8888472216092,"58 Torino Street, Auckland",3,Basket swing<br>Junior module<br>Senior module,23106,http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=2170,Playground,"A medium open space enjoyed by locals. Has links to many other small to medium reserves in the area. Mainly surrounded by residential housing but because it is so open, has many opportunities for fun."
Tornado Reserve,174.634938154192,-36.8125867275831,"19 Tornado Place, Auckland",2,Module-Large<br>Swing,22546,http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=14514,playground,Local Park - Leisure
Totara Views Reserve,174.683298120698,-36.6085259948373,"Totara Views Drive, Auckland",7,Module-Medium<br>Module-Small-Navigator<br>Spinner<br>Spinner<br>Springy animal<br>Swing<br>Swing snr<br>Swing Jnr,20653,http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=14521,playground,
Totaravale Reserve,174.734804763114,-36.7598315713684,"37 Totaravale Drive, Auckland",3,Flying Fox<br>Module-Large<br>Module-Small-Jnr,11075,,,
Township Park,174.544048883046,-36.848906436556,"Township Road, Auckland",2,Modern Modular<br>Swing Double,11330,http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=14523,"playground, toilets",Local Park - Leisure
Triangle Park,174.602667409663,-36.8363239090463,"Don Buck Road, Auckland",5,Flying Fox<br>Space Net<br>Spinner<br>Springy Animal<br>Springy Animal<br>Springy Animal<br>Springy Animal<br>Swing Hexagon,11374,http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=14531,"playground, toilets","A feature of the park is a 40 metres long flying fox. Other facilities include an adventure playground, basketball half court, a large flat grass area for sports and plenty of places to sit down and relax."
Trusts Esplanade Reserve,174.636995108861,-36.8612259099218,"59-77 Central Park Drive, Auckland",2,Modern Modular<br>Modern Modular<br>Stepping Logs,24050,,,
Tui Glen Reserve,174.636343172361,-36.8748214746585,"2 Claude Brookes Drive, Auckland",6,Climbing Frame<br>Flying Fox<br>Modern Modular<br>Slide<br>Swing Double<br>Treetops Play Space<br>Treetops Play Space,11460,http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=14543,"playground, toilets","Named for the great number of Tui's that fed on the Kowhai nectar of the stream banks original vegetation, Tui Glen is a rolling landscape of open space, large trees and history.  Registered as the first camping ground in the country in 1925, it contains"
Tui Park,174.682735501412,-36.78761300178,"39 Rambler Crescent, Auckland",7,Seesaw<br>Slide<br>Spacenet<br>Spinner<br>Swing<br>Swing snr<br>Skate Tricks<br>Skate Tricks<br>Skate Tricks,10924,http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=14544,"BBQ,playground",Local Park - Leisure
Tuna Place Reserve,174.779753678519,-36.3441664450183,"Tuna Place, Omaha",3,Roctopus<br>Spinner<br>Swing,22154,,,
Turner Reserve,174.732182094434,-36.9136502548878,"1 Glynn Street, Auckland",6,Flying fox<br>Module slide<br>Spinner swing<br>Spinner top net<br>Springy skateboard<br>Swings,20894,http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=2175,Playground,Local green open space space.
Twomey Drive Reserve,174.921690388325,-37.1863353194968,"37 Tworney Drive, Auckland",3,Large module<br>Spinning Cup<br>Springy seesaw,21398,,,
Unsworth Reserve,174.718399340362,-36.760943671237,"74 Barbados Drive, Auckland",5,Fitness device<br>Fitness device<br>FITN-3rd from playground<br>Fitness device<br>Module-Medium<br>Spinner<br>Swing,21906,http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=15005,playground,Local Park - Leisure
Urlich Esplanade Reserve,174.595102911637,-36.8612391785428,"45 Urlich Drive, Auckland",3,Fort/Slide<br>Modern Modular<br>Swing Double,22018,http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=15007,playground,"The home of the Waimoko track which runs parallel to the Swanson stream. The area is lush with restored native vegetation. Trees such as matipo and manuka draw native birds and shade the freshwater insects, fish and eels inhabiting the stream. The walkway"
Vandeleur Reserve,174.710145903438,-36.7968766044399,"39 Vandeleur Avenue, Auckland",3,Module-Small-Slide<br>Seesaw<br>Swing,20800,http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=15014,playground,Local Park - Leisure
Vermont Reserve,174.739849673835,-36.8537875840931,"98 Vermont Street, Auckland",3,Double seesaw<br>Module<br>Swing T bar,21396,http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=2210,Playground,Local area reserve including a childrens playground.
Victor Eaves Park,174.688959478931,-36.584520533197,"122 West Hoe Road, Auckland",4,Abacus<br>Module-Large<br>Seesaw-Spring<br>Swing,11263,http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=15020,"playground, toilets",
Victoria Park,174.755040563943,-36.8478863770622,"203-271 Victoria Street West, Auckland Central",8,Baby swing<br>Climber<br>Module<br>Roundabout<br>Roundabout<br>Seesaw<br>Seesaw<br>Slide<br>Swings<br>Track glide,10200,http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=2220,"The path is used by walkers and joggers. The fields are used extensively for active recreation, both formal and informal. The main codes are cricket, touch, rugby, rugby league and soccer. A petanque court, childrens playground and skate park also receive heavy usage. An area is also leased for bowling greens.","Victoria Park is a significant public open space located within the western basin of the central business district. The park is surrounded on all four sides by key roads - Victoria Street West, Halsey, Fanshawe and Beaumont Streets. It consists of mainly large flat, grassed playing fields encircled by an historic pathway, lined with dominant london plane trees."
Virginia Reserve,174.754437649192,-36.8646119751023,"55 Virginia Avenue West, Auckland",2,Module<br>Swings,20930,,,
Virgo Common,174.635811541317,-36.9175193398182,"Virgo Place, Auckland",2,Modern Modular<br>Swing Double,21021,http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=15027,playground,Local Park - Leisure
Waiake Beach Reserve,174.751927728247,-36.7022611167282,"921 Beach Road, Auckland",3,Slide<br>Spacenet Swing Trampoline<br>Swing keyhole Jnr,20074,,,
Waiatarua Reserve (Remuera),174.820672680702,-36.88601569108,"98 Abbotts Way, Auckland",6,Grasshopper rocker<br>Module<br>Module<br>Overhead spinner<br>Seesaw<br>Spica<br>Swing,10253,,,
Waiheke Island Sports Club,175.040743459264,-36.7967269335433,"43 Causeway Road, Waiheke Island",2,Module<br>Springy animal rocker,10028,,,
Waikowhai Park,174.735178423971,-36.9334550765458,"8 Waikowhai Road, Auckland Central",5,Flying Fox<br>Module<br>Roktopus<br>Slide<br>Swing,10250,http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=2255,For more information see the Waikowhai circles section of the Manukau coastal walks which passes through the reserve.,"Waiokowhai (Kowhai by the water) boasts the largest block of native forest left in Auckland city. Originally part of the grant to the Wesley Mission, the land considered too infertile for farming, so was uncleared. The forest is host to a valuable sample of Auckland's original fauna and flora, especially in spring when the whole valley is ablase with yellow flowering kowhai. This in turn brings out the tui, rosella and kingfisher."
Waima Reserve,174.636363797156,-36.9412500628076,"2 Boylan Road, Auckland",2,Modern Modular<br>Swing Double,21048,http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=15054,"playground, toilets",Local Park - Leisure
Waimoko Glen Reserve,174.596868908477,-36.8579819136998,"Waimoko Glen, Auckland",1,Modern Modular,20928,http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=15066,playground,Local Park - Leisure
Wainoni Park North,174.674296646825,-36.7676429531841,"56 Churchouse Road, Auckland",9,Archways<br>Slide triple<br>Spinner bowl<br>Spinner bowl<br>Spinner bowl<br>Spinner bowl<br>Spinner bowl<br>Spinner bowl<br>Spinner<br>Spinner roundabout<br>Stairs & Deck to Slide<br>Swing<br>Tractor<br>Water Feature,10930,http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=15068,"playground, toilets",Local Park - Sport
Wairaki Stream Reserve 1,174.712146540257,-36.9264824790868,"9 Flavia Place, Auckland",4,Module<br>Roundabout<br>Seesaw<br>Swing,21543,,,
Wairoa Road Reserve,174.802558879906,-36.820492842304,"1 Narrow Neck, Auckland",7,Archway<br>Archway<br>Archway<br>Archway<br>Climber-Car<br>Climber-Tunnel<br>Module-Medium<br>Mushroom table & 4 Stools<br>Mushroom table & 4 Stools<br>Seesaw<br>Swing,11088,http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=15077,playground,Local Park - Leisure
Wairua Reserve,174.805325978598,-36.8831237179211,"477 Remuera Road, Auckland",4,Flying Fox<br>Module<br>Seesaw<br>Swings,21803,http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=2275,Playground,The top section closest to Remuera Road is an open space of green grass with trees on its borders and a group right in the middle of the section. Includes a children's playground and park seats.
Waitakere War Memorial Park,174.539501690585,-36.8514211854536,"Bethells Road, Auckland",3,Modern Modular<br>Springy Animal<br>Swing Double,11372,http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=15082,playground,A quiet reserve set in a tranquil semi-rural neighbourhood at the start of the road to Bethells Beach.  The field has soccer posts.
Wakeling Park,174.649155338658,-36.8666343959049,"12 Wakeling Avenue, Auckland",3,Modern Modular<br>Modern Modular<br>Playground Track<br>Swing Triple,21093,http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=15097,playground,Local Park - Leisure
Waldorf Reserve,174.677668270662,-36.5811398445082,"22 Waldorf Crescent, Orewa",2,Module-Large<br>Swing,20697,http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=15098,playground,
Walker Park,174.70374915701,-36.8641158159397,"7 Walker Road, Auckland",9,Climbing Module<br>Fantail roundabout<br>Fitness Station<br>Fitness Station<br>Fitness Station<br>Fitness Station<br>Fitness Station<br>Fitness Station<br>Fitness Station<br>Fitness Station<br>Fitness Station<br>Fitness Station<br>Module junior<br>Seesaw<br>Small module<br>Spica<br>Spica<br>Springy rocker<br>Swing,10004,http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=2290,"Barbecue, tables, playground, pergola, drinking fountain, toilets","A great open space covering approximately 5 hectares, with trees used as shade on a hot day that sit along the fringe of the park. Lovely for either passive use, making use of the location and openness or active use, soccer, rugby - whatever the heart or body desires."
Walter Massey Park,174.828295743546,-36.966347662748,"380R Massey Road, Auckland",12,Swing<br>Basket swing<br>Basket swing-Large<br>Junior module<br>Modern modular<br>Monkey bar<br>Sping dolphin<br>Spinner<br>Spinner roundabout<br>Spring bird<br>Stepping logs<br>Swing set with basket swing,10619,http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=15102,"playground, toilets",Local Park - Sport
Wanita Reserve,174.726603562669,-36.7653597955694,"5 Wanita Place, Auckland",4,Log Roll<br>Module-Medium<br>Springy animal fox<br>Swing,21006,http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=15104,playground,Local Park - Leisure
Warkworth Service Centre & Library Grou.,174.666272222208,-36.3973125679464,"1A Baxter Street, North Shore",25,Blue Arch Bridge<br>Blue Panel<br>Bubble<br>Climber-Blue<br>Climber<br>Climbing Rail<br>Embankment slide<br>Firetruck<br>Hammock - small<br>Hut with Tunnel<br>Mosaic Hop Scotch<br>Overhead Bars<br>Rope Walk Bridge<br>Rope Wall Climber<br>Seat panels<br>Seesaw-Spring<br>Slide-Tunnel<br>springy skateboard<br>Stepping logs<br>Steps to Tunnel Slide<br>Suspended Rope Walk<br>Swing flower Jnr<br>Swing flower Jnr<br>Swing Jnr<br>Timber pods under shade<br>Timber Stepping Logs,11247,,,
Warkworth Showgrounds,174.65141210188,-36.3893579347889,"2 Great North Road, Auckland",7,double seater dolphin<br>Flying Fox<br>Module-Small-Jnr<br>Spacenet<br>Spinner<br>Spinner<br>Supernova<br>Swing,22308,,,
Warren Freer Park,174.736720108897,-36.8834957347412,"19 Watson Avenue, Auckland",3,Fitness Station<br>Fitness Station<br>Module<br>Swing,10303,http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=2310,Playground,Home of the Ramblers softball club it is also used for rugby during the winter months. One small sports field but well used.
Waterview Reserve,174.701494113901,-36.8755129668381,"19 Herdman Street, Auckland",11,Canoe<br>Digger<br>Embankment slides<br>Junior module<br>Lunar net<br>Rocker seesaw<br>Senior module<br>Splash pad<br>Swings<br>Swings<br>Tube slide<br>Water play<br>Water play,10288,http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=2325,,"Located at the mouth of the Whau River. Nice coastal walk, pleasant scenic views, open space that caters for league, consisting of one field only."
Watling Reserve,174.761778346888,-36.8950249706411,"35 Watling Street, Auckland",4,Butterfly see saw<br>Seesaw<br>Slide<br>Swings,21188,http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=2330,"Playground, table",Attractive neighbourhood park with large trees and a children's playground.
Wattle Downs Esplanade Reserve,174.880955338371,-37.0485945217415,"201R Wattle Farm Road, Auckland",5,Modern Modular (Small)<br>Roundabout<br>Sail Boat<br>Slide<br>Swing,20178,http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=15118,playground,Esplanade
Weiti Views Reserve,174.716305265735,-36.6228652676752,"5 Blue Heron Rise, Stanmore Bay",2,Module-Medium<br>Swing T bar,22418,http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=15121,playground,
Wellington Street Reserve - Pukekohe,174.898304976006,-37.2162296797916,"190 Wellington Street, Pukekohe",6,Arm Pull<br>Leg Press<br>Leg Swing<br>Rowing<br>FITN-Stair Climber. Henry Curd Entrance<br>Wheelchair swing,10514,,,
Wellsford Centennial Park,174.531894906721,-36.302244873183,"83 Centennial Park Road, Auckland",3,Module-Medium<br>Slide<br>Swing,11211,http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=15126,"playground, toilets",
Wellsford War Memorial Park,174.522693991667,-36.2982443793493,"15 Port Albert Road, Wellsford",1,Swing,11290,http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=15129,playground,
Wentworth Park,174.693840201572,-36.7413470254999,"Wentworth Park, Auckland",1,Module-Small,21847,,,
West Harbour Esplanade - West,174.633953808911,-36.8228831377507,"93-97 West Harbour Drive, Auckland",2,Modern Modular<br>Swing Double,23622,,,
West Reserve,174.754240672158,-36.919212626197,"21 Currie Avenue, Auckland Central",3,"Flying Fox<br>Module - slide, cable commando sail, hut<br>Swings",10278,http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=2350,,Medium local reserve.
West Tamaki Reserve,174.870877454373,-36.8695333727083,"199A West Tamaki Road, Auckland",1,Module Medium,21303,http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=2355,"Playground, tables",Small local reserve.
Western Park - Freemans Bay,174.75250308448,-36.8551728027512,"5 Ponsonby Road, Auckland",13,Balance beam<br>Double wave slide<br>Fitness Station<br>Fitness Station<br>Fitness Station<br>Fitness Station<br>Fitness Station<br>Fitness Station<br>Fitness Station<br>Fitness Station<br>Fitness Station<br>Flying Fox<br>Junior Slide unit<br>Monkey Bars<br>Overhead bars<br>Overhead bars<br>Seesaw<br>Slide<br>Stainless steel slide - short<br>Swings<br>Tube Slide and platform<br>Tube Slide with bermese bridge entrance,10356,,,
Western Springs Lakeside,174.721753428849,-36.8646468954278,"859 Great North Road, Auckland Central",9,Dynamo rotating net<br>Junior module<br>Junior module<br>Module - junior<br>Roktopus<br>Seesaw<br>Senior module<br>Swing<br>Swing<br>Swing<br>Swing T bar<br>Swing tyre,10348,,,
Whangateau Holiday Park Grounds,174.765842677199,-36.3152189973605,"559 Leigh Road, North Shore",2,Module-Small-Jnr<br>Swing,11274,,,
Whangateau Reserve,174.769158307147,-36.3141411736773,"533 Leigh Road, Whangateau",2,Module-Medium<br>Swing,23516,http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=15161,"BBQ,playground, toilets",
Wharf Reserve - Albany,174.687983137894,-36.7372692196916,"29 Wharf Road, Auckland",2,Module-Medium<br>Swing,22103,,,
Wharua Reserve,174.793987383673,-36.8677946312438,"6 Wharua Road, Auckland",4,Luna spinner<br>Module<br>Springy rocker<br>Swings,21806,http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=2385,"Playground, boardwalk",Big local reserve.
Whiteacres Park,174.890582872536,-36.8993079386905,"20R Whiteacres Drive, Auckland",1,Goal Posts - Steel-Rugby,22326,http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=15174,playground,Local Park - Leisure
William Fraser Reserve,174.779684144648,-36.3394661769939,"37 Broadlands Drive, Omaha",2,Module-Medium<br>Swing,22134,http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=15190,"BBQ,playground, toilets",
